State,County,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,COVID Deaths (Normalized by Population),COVID Cases (Normalized by Population)
Tennessee,Shelby,0.718833745,0.267931731,0.012777903,0.000456621,0.0,0.0,0.00020594003623691,0.011037532304842472
Tennessee,Sullivan,0.621171744,0.314475884,0.063440377,0.000911994,0.0,0.0,1.2630408972642535e-05,0.0005746836082552352
Texas,Bexar,0.638556635,0.33905371700000003,0.01873036,0.003659289,0.0,0.0,5.5401551443085646e-05,0.006240909903102187
Texas,Brazoria,0.875343357,0.105867298,0.015126145,0.0036632,0.0,0.0,5.61101254729282e-05,0.00624158348117906
Texas,Collin,0.846251874,0.131182695,0.02210881,0.000456621,0.0,0.0,4.0590298918558474e-05,0.0028964077585457077
Texas,Dallas,0.651725429,0.325903885,0.021000823,0.0013698629999999998,0.0,0.0,0.0001441842887692581,0.00830273843907607
Texas,Denton,0.744842428,0.218641615,0.033776231000000004,0.002739726,0.0,0.0,4.170390900883334e-05,0.003206692462976509
Texas,El Paso,0.468246126,0.497514784,0.031042743,0.003196347,0.0,0.0,0.00010279938969625486,0.004663845995693246
Texas,Hood,0.888143754,0.102110436,0.008372183,0.001373626,0.0,0.0,6.488976850575085e-05,0.0010869036224713268
Texas,Hunt,0.935063877,0.06310963900000001,0.0013698629999999998,0.000456621,0.0,0.0,6.085563016005031e-05,0.004584457472057124
Texas,Jefferson,0.669529905,0.306740774,0.021904085,0.001825236,0.0,0.0,0.00013515393635839644,0.007453342078588039
Texas,Johnson,0.8384778490000001,0.144273818,0.016315842,0.00093249,0.0,0.0,2.275092852227032e-05,0.0025481039944942755
Texas,Montgomery,0.7597133159999999,0.223835707,0.015994355,0.000456621,0.0,0.0,5.926989369286012e-05,0.0037158930573551467
Texas,Navarro,0.7528308690000001,0.233011371,0.011418034,0.002739726,0.0,0.0,0.0001197294115299423,0.00480913136311935
Texas,Parker,0.874830861,0.110405814,0.013842451,0.000920874,0.0,0.0,6.998978149190218e-06,0.002036702641414353
Texas,Potter,0.906386394,0.073977648,0.019179337,0.000456621,0.0,0.0,0.00033215517608482727,0.02457096623089043
Texas,Tarrant,0.669065798,0.288021808,0.039717294,0.0031950990000000003,0.0,0.0,0.00010986841948808928,0.006159290183423186
Utah,Box Elder,0.7228681290000001,0.260239376,0.015522633,0.0013698629999999998,0.0,0.0,0.0,0.0
Utah,Cache,0.749416124,0.221826734,0.026474037,0.002283105,0.0,0.0,0.0,0.00028841132131359663
Utah,Davis,0.6852442559999999,0.278628525,0.035670599,0.000456621,0.0,0.0,1.4065449348910349e-05,0.003426343461394561
Utah,Duchesne,0.7147254040000001,0.265193253,0.015518876,0.004562467,0.0,0.0,0.0,0.0001504664459825459
Utah,Salt Lake,0.482412606,0.436799162,0.075770392,0.005017841,0.0,0.0,9.30683871679376e-05,0.009855769852219464
Utah,Tooele,0.7558163040000001,0.225470968,0.018257355,0.000455373,0.0,0.0,0.0,0.003418259317178483
Utah,Utah,0.611137311,0.34733388200000004,0.03605185,0.005476956999999999,0.0,0.0,3.4578418351709666e-05,0.006529034083318271
Virginia,Arlington,0.8322009770000001,0.15636836199999998,0.010971524,0.000459137,0.0,0.0,0.0005573335810371471,0.010488004661335405
Virginia,Giles,0.838287714,0.124682494,0.024701024,0.012328767,0.0,0.0,0.0,0.0008971291866028707
Virginia,Henrico,0.83637013,0.159973139,0.00320011,0.000456621,0.0,0.0,0.0004413302782799001,0.007868374755908082
Washington,Adams,0.946237824,0.042476441,0.005175359,0.006110376999999999,0.0,0.0,0.0,0.007106040134113997
Washington,Clark,0.8322129629999999,0.156230882,0.008732804,0.002823351,0.0,0.0,6.144506503960134e-05,0.0015340784571553805
Washington,Columbia,0.936095944,0.05513893,0.006720736999999999,0.00204439,0.0,0.0,0.0,0.0020075282308657464
Washington,Cowlitz,0.935898326,0.060901543,0.001830268,0.0013698629999999998,0.0,0.0,0.0,0.0016908845948658596
Washington,Franklin,0.924457291,0.066881013,0.005721670999999999,0.002940025,0.0,0.0,0.00034655856839805926,0.0178215118355002
Washington,Grays Harbor,0.957988004,0.038815649,0.0013698629999999998,0.001826484,0.0,0.0,0.0,0.000359707437950467
Washington,Jefferson,0.968802226,0.027955638,0.001849379,0.0013927579999999998,0.0,0.0,0.0,0.0011793550789857546
Washington,Kitsap,0.974705357,0.020592054,0.003269925,0.001432665,0.0,0.0,7.367215155835017e-06,0.0008288117050314396
Washington,Lewis,0.927751236,0.067677494,0.001826484,0.002744786,0.0,0.0,3.717149689618001e-05,0.0008425539296467469
Washington,Mason,0.931702127,0.064179468,0.002746026,0.001372379,0.0,0.0,1.4977234603402828e-05,0.0007638389647735442
Washington,Pierce,0.790933703,0.192629189,0.009589041,0.006848066999999999,0.0,0.0,0.00011491966673296647,0.002861941700369069
Washington,Skagit,0.954809492,0.041080919,0.002739726,0.0013698629999999998,0.0,0.0,0.0001160945783831895,0.004078789520529392
Washington,Snohomish,0.7909558390000001,0.188453294,0.016473709,0.004117157,0.0,0.0,0.00020800819381984543,0.004300052427796221
Washington,Stevens,0.723014178,0.252741994,0.014647218,0.009596609,0.0,0.0,2.187083087286486e-05,0.0003936749557115675
Washington,Thurston,0.8858657870000001,0.109382214,0.001404182,0.0033478170000000003,0.0,0.0,2.4093399785224553e-05,0.0008983396205633727
Washington,Whatcom,0.8185772720000001,0.16087478300000002,0.017808219,0.002739726,0.0,0.0,0.00017448428987075075,0.002769938101698169
Washington,Whitman,0.930873684,0.057680518,0.007789046,0.003656752,0.0,0.0,0.0,0.0007584224812390227
West Virginia,Kanawha,0.8340031940000001,0.163201424,0.00233113,0.000464253,0.0,0.0,0.0001122813321057241,0.0018414138465338754
Wisconsin,Kenosha,0.733916495,0.239880411,0.023450741,0.0027523540000000003,0.0,0.0,0.0002535960509787038,0.008976120688129936
Wisconsin,Kewaunee,0.8755505570000001,0.111801075,0.011953924,0.0006944439999999999,0.0,0.0,4.893804443574435e-05,0.002887344621708917
Wisconsin,Manitowoc,0.876895036,0.104012711,0.017697553,0.0013947,0.0,0.0,1.266127296438384e-05,0.001253466023474
Wisconsin,Milwaukee,0.7129026620000001,0.27432193,0.011863413,0.000911994,0.0,0.0,0.00041238159889862386,0.012170544111085028
Wisconsin,Oneida,0.8997863429999999,0.055062729000000005,0.044227566,0.000923361,0.0,0.0,0.0,0.0005618766680713583
Wisconsin,Ozaukee,0.819865283,0.16241017800000002,0.016336782,0.001387757,0.0,0.0,0.00016812185472030126,0.0026675334282287803
Wisconsin,Sheboygan,0.805368225,0.15324185099999998,0.037511437,0.003878487,0.0,0.0,3.468007629616785e-05,0.0018033639674007282
Wyoming,Albany,0.694645308,0.30261496600000004,0.002283105,0.000456621,0.0,0.0,0.0,0.0008744855967078188
Wyoming,Campbell,0.726157147,0.26608154300000003,0.005021583,0.002739726,0.0,0.0,0.0,0.0012084331369629489
Wyoming,Carbon,0.8671619629999999,0.127815206,0.003196347,0.001826484,0.0,0.0,0.0,0.0016216216216216215
Wyoming,Converse,0.83614043,0.158837987,0.003652968,0.001368615,0.0,0.0,0.0,0.0018810591810157718
Wyoming,Laramie,0.819606756,0.17811013899999995,0.000913242,0.0013698629999999998,0.0,0.0,0.0,0.00271356783919598
Wyoming,Sheridan,0.842506924,0.152928113,0.004108341,0.000456621,0.0,0.0,0.0,0.000885681482696408
Wyoming,Sublette,0.733419418,0.256992789,0.00821793,0.0013698629999999998,0.0,0.0,0.0,0.0006103143118706134
