County,State,Land Area
"Lincoln, WV",West Virginia,437.04
"Logan, WV",West Virginia,453.74
"McDowell, WV",West Virginia,533.46
"Marion, WV",West Virginia,308.74
"Marshall, WV",West Virginia,305.43
"Mason, WV",West Virginia,430.75
"Mercer, WV",West Virginia,418.99
"Mineral, WV",West Virginia,327.83
"Mingo, WV",West Virginia,423.11
"Monongalia, WV",West Virginia,360.06
"Monroe, WV",West Virginia,472.75
"Morgan, WV",West Virginia,229.07
"Nicholas, WV",West Virginia,646.82
"Ohio, WV",West Virginia,105.82
"Pendleton, WV",West Virginia,696.05
"Pleasants, WV",West Virginia,130.1
"Pocahontas, WV",West Virginia,940.28
"Preston, WV",West Virginia,648.81
"Putnam, WV",West Virginia,345.67
"Raleigh, WV",West Virginia,605.35
"Randolph, WV",West Virginia,1039.68
"Ritchie, WV",West Virginia,451.99
"Roane, WV",West Virginia,483.56
"Summers, WV",West Virginia,360.46
"Taylor, WV",West Virginia,172.77
"Tucker, WV",West Virginia,418.92
"Tyler, WV",West Virginia,256.29
"Upshur, WV",West Virginia,354.64
"Wayne, WV",West Virginia,505.98
"Webster, WV",West Virginia,553.47
"Wetzel, WV",West Virginia,358.06
"Wirt, WV",West Virginia,232.51
"Wood, WV",West Virginia,366.26
"Wyoming, WV",West Virginia,499.45
"Adams, WI",Wisconsin,645.65
"Ashland, WI",Wisconsin,1045.04
"Barron, WI",Wisconsin,862.71
"Bayfield, WI",Wisconsin,1477.86
"Brown, WI",Wisconsin,529.71
"Buffalo, WI",Wisconsin,671.64
"Burnett, WI",Wisconsin,821.85
"Calumet, WI",Wisconsin,318.24
"Chippewa, WI",Wisconsin,1008.37
"Clark, WI",Wisconsin,1209.82
"Columbia, WI",Wisconsin,765.53
"Crawford, WI",Wisconsin,570.66
"Dane, WI",Wisconsin,1197.24
"Dodge, WI",Wisconsin,875.63
"Door, WI",Wisconsin,481.98
"Douglas, WI",Wisconsin,1304.14
"Dunn, WI",Wisconsin,850.11
"Eau Claire, WI",Wisconsin,637.98
"Florence, WI",Wisconsin,488.2
"Fond du Lac, WI",Wisconsin,719.55
"Forest, WI",Wisconsin,1014.07
"Grant, WI",Wisconsin,1146.85
"Green, WI",Wisconsin,583.96
"Green Lake, WI",Wisconsin,349.44
"Iowa, WI",Wisconsin,762.58
"Iron, WI",Wisconsin,758.17
"Jackson, WI",Wisconsin,987.72
"Jefferson, WI",Wisconsin,556.47
"Juneau, WI",Wisconsin,766.93
"Kenosha, WI",Wisconsin,271.99
"Kewaunee, WI",Wisconsin,342.52
"La Crosse, WI",Wisconsin,451.69
"Lafayette, WI",Wisconsin,633.59
"Langlade, WI",Wisconsin,870.64
"Lincoln, WI",Wisconsin,878.97
"Manitowoc, WI",Wisconsin,589.08
"Marathon, WI",Wisconsin,1544.98
"Marinette, WI",Wisconsin,1399.35
"Marquette, WI",Wisconsin,455.6
"Menominee, WI",Wisconsin,357.61
"Milwaukee, WI",Wisconsin,241.4
"Monroe, WI",Wisconsin,900.78
"Oconto, WI",Wisconsin,997.99
"Oneida, WI",Wisconsin,1112.97
"Outagamie, WI",Wisconsin,637.52
"Ozaukee, WI",Wisconsin,233.08
"Pepin, WI",Wisconsin,231.98
"Pierce, WI",Wisconsin,573.75
"Polk, WI",Wisconsin,913.96
"Portage, WI",Wisconsin,800.68
"Price, WI",Wisconsin,1254.38
"Racine, WI",Wisconsin,332.5
"Richland, WI",Wisconsin,586.15
"Rock, WI",Wisconsin,718.14
"Rusk, WI",Wisconsin,913.59
"St. Croix, WI",Wisconsin,722.33
"Sauk, WI",Wisconsin,830.9
"Sawyer, WI",Wisconsin,1257.31
"Shawano, WI",Wisconsin,893.06
"Sheboygan, WI",Wisconsin,511.27
"Taylor, WI",Wisconsin,974.88
"Trempealeau, WI",Wisconsin,732.97
"Vernon, WI",Wisconsin,791.58
"Vilas, WI",Wisconsin,856.6
"Walworth, WI",Wisconsin,555.13
"Washburn, WI",Wisconsin,797.11
"Washington, WI",Wisconsin,430.7
"Waukesha, WI",Wisconsin,549.57
"Waupaca, WI",Wisconsin,747.71
"Waushara, WI",Wisconsin,626.15
"Winnebago, WI",Wisconsin,434.49
"Wood, WI",Wisconsin,793.12
"Albany, WY",Wyoming,4273.84
"Big Horn, WY",Wyoming,3137.1
"Campbell, WY",Wyoming,4802.71
"Carbon, WY",Wyoming,7897.58
"Converse, WY",Wyoming,4254.88
"Crook, WY",Wyoming,2854.41
"Fremont, WY",Wyoming,9183.81
"Goshen, WY",Wyoming,2225.39
"Hot Springs, WY",Wyoming,2004.09
"Johnson, WY",Wyoming,4154.15
"Laramie, WY",Wyoming,2685.91
"Lincoln, WY",Wyoming,4076.13
"Natrona, WY",Wyoming,5340.35
"Niobrara, WY",Wyoming,2626.04
"Park, WY",Wyoming,6942.08
"Platte, WY",Wyoming,2084.21
"Sheridan, WY",Wyoming,2523.99
"Sublette, WY",Wyoming,4886.54
"Sweetwater, WY",Wyoming,10426.65
"Teton, WY",Wyoming,3995.38
"Uinta, WY",Wyoming,2081.26
"Washakie, WY",Wyoming,2238.55
"Weston, WY",Wyoming,2398.09
