date, pm25, pm10, o3, no2, so2, co
2018/4/11, 27, 13, 15, 9, , 3
2018/4/12, 27, 11, 16, 6, , 3
2018/4/13, 23, 15, 13, 5, , 2
2018/4/14, 29, , , , , 
2018/4/17, 27, 19, 15, 8, , 3
2018/4/18, 37, 10, 14, 5, , 2
2018/4/19, 22, 9, 17, 6, , 2
2018/4/20, 19, 11, 14, 11, , 3
2018/4/21, 25, 10, 15, 4, , 3
2018/4/22, 31, 10, 17, 2, , 2
2018/4/23, 22, 13, 21, 4, , 2
2018/4/24, 24, 10, 19, 7, , 3
2018/4/25, 21, 8, 25, 5, , 3
2018/4/26, 21, 11, 20, 8, , 4
2018/4/27, 29, 13, 19, 5, 7, 
2018/4/28, 32, 12, 23, 9, 3, 3
2018/4/29, 32, 13, 28, 7, 2, 3
2018/4/30, 27, 14, 23, 7, , 4
2018/5/1, 31, 10, 20, 5, , 2
2018/5/2, 19, 13, 20, 7, , 3
2018/5/3, 23, 15, 16, 9, , 3
2018/5/4, 33, 33, 27, 13, , 9
2018/5/5, 81, 46, 21, 10, 3, 8
2018/5/6, 110, 20, 20, 4, , 3
2018/5/7, 39, 16, 13, 7, , 5
2018/5/8, 37, 20, 18, 6, 4, 6
2018/5/9, 54, 12, 18, 8, , 4
2018/5/10, 39, 11, 16, 4, 2, 2
2018/5/11, 22, 19, 23, 12, 3, 4
2018/5/12, 41, 38, 17, 9, 2, 5
2018/5/13, 91, 20, 19, 9, 4, 6
2018/5/14, 50, 20, 19, 5, , 4
2018/5/15, 58, 18, 21, 13, 2, 4
2018/5/16, 43, 23, 18, 11, 5, 4
2018/5/17, 56, 18, 18, 12, 2, 4
2018/5/18, 46, 20, 14, 10, , 5
2018/5/19, 47, , , , , 
2018/5/22, 34, 17, 18, 16, 2, 5
2018/5/23, 37, 23, 16, 16, 2, 7
2018/5/24, 58, 23, 19, 11, , 5
2018/5/25, 44, 24, 28, 3, 2, 2
2018/5/26, 29, 17, 24, 2, , 2
2018/5/27, 35, 15, 22, 2, 2, 3
2018/5/28, 30, 13, 17, 13, 2, 3
2018/5/29, 29, 11, 15, 13, 3, 6
2018/5/30, 38, 11, 17, 12, 3, 7
2018/5/31, 38, 13, 17, 10, 2, 4
2018/6/1, 34, 15, 19, 11, 2, 4
2018/6/2, 31, 16, 20, 9, 2, 6
2018/6/3, 48, 16, 19, 10, 4, 5
2018/6/4, 50, 24, 9, 9, 2, 7
2018/6/5, 67, 10, 23, 3, , 2
2018/6/6, 21, 12, 25, 7, 2, 2
2018/6/7, 19, 7, 15, 15, 2, 4
2018/6/8, 17, 13, 14, 13, , 8
2018/6/9, 46, 7, 23, 3, 2, 2
